"stone","zone","tomb","form","material","ulx","uly","lrx","lry","condition"
"S441","Zona Vecchia",5,"PLB","stone",920.3309,597.194269,928.15089,599.797535,"good"
"S442","Zona Vecchia",,"HEAD","stone",917.447835,622.347042,926.726302,626.710439,"good"
"S443","Zona Vecchia",1543,"CROSS","stone",930.81586,623.014354,937.638075,627.663725,"reasonable"
"S444","Zona Vecchia",1650,"LEDG","stone",930.86262,629.927973,946.953282,638.595502,"reasonable"
"S445","Zona Vecchia",,"HEAD","stone",954.068467,622.883215,959.148875,628.18076,"good"
"S446","Zona Vecchia",900,"LEDG","stone",973.130149,626.456729,980.198764,639.737357,"good"
"S447","Zona Vecchia",1389,"HEAD","stone",990.699101,624.109863,997.54094,629.449727,"reasonable"
"S448","Zona Vecchia",384,"HEAD","stone",1003.409064,623.387639,1011.310607,641.173581,"good"
"S449","Zona Vecchia",1629,"LEDG","stone",1020.017001,630.345734,1026.977324,639.828712,"reasonable"
"S450","Zona Vecchia",417,"CROSS","stone",1035.637166,628.992488,1042.175843,636.049991,"bad"
"S451","Zona Vecchia",,"HEAD","stone",1043.63451,624.345293,1050.769491,627.622072,"reasonable"
"S452","Zona Vecchia",632,"CROSS","stone",1056.307905,624.995642,1060.272055,628.1962130000001,"reasonable"
"S453","Zona Vecchia",1657,"HEAD","stone",1064.058659,625.527274,1071.183846,628.458815,"good"
"S454","Zona Vecchia",,"LEDG","stone",1073.647212,630.252888,1079.511091,638.329523,"reasonable"
